product_code,product_name,vendor,product_type,category,accessoryType,paymentType,description,standard_cost,standard_rep_price,new_cost,new_rep_price,upgrade_cost,upgrade_rep_price,is_active,available_for_all,sales_rep_credit,funding,lease
3575B794AA,"Image Processing, Type 2, 10-24 devices",Canon,Application,Uniflow,Software License,Monthly,,$11.75 ,,$8.22 ,$9.29 ,$8.22 ,$9.29 ,,,,,
3575B795AA,"Image Processing, Type 2, 25-49 devices",Canon,Application,Uniflow,Software License,Monthly,,$8.82 ,,$6.17 ,$6.97 ,$6.17 ,$6.97 ,,,,,
3575B796AA,"Image Processing, Type 2, 50-74 devices",Canon,Application,Uniflow,Software License,Monthly,,$7.93 ,,$5.55 ,$6.27 ,$5.55 ,$6.27 ,,,,,
3575B797AA,"Image Processing, Type 2, 75-99 devices",Canon,Application,Uniflow,Software License,Monthly,,$7.05 ,,$4.93 ,$5.57 ,$4.93 ,$5.57 ,,,,,
3575B798AA,"Image Processing, Type 2, 100-149 devices",Canon,Application,Uniflow,Software License,Monthly,,$6.48 ,,$4.53 ,$5.12 ,$4.53 ,$5.12 ,,,,,
3575B799AA,"Image Processing, Type 2, 150-199 devices",Canon,Application,Uniflow,Software License,Monthly,,$6.18 ,,$4.32 ,$4.88 ,$4.32 ,$4.88 ,,,,,
3575B800AA,"Image Processing, Type 2, 200-249 devices",Canon,Application,Uniflow,Software License,Monthly,,$5.88 ,,$4.11 ,$4.64 ,$4.11 ,$4.64 ,,,,,
3575B801AA,"Image Processing, Type 2, 250-499 devices",Canon,Application,Uniflow,Software License,Monthly,,$5.58 ,,$3.90 ,$4.41 ,$3.90 ,$4.41 ,,,,,
3575B802AA,"Image Processing, Type 2, 500+ devices",Canon,Application,Uniflow,Software License,Monthly,,$5.30 ,,$3.71 ,$4.19 ,$3.71 ,$4.19 ,,,,,
3575BA80AA,uniFLOW Online Tenant Feature Set Upgrade Point,Canon,Application,Uniflow,Software License,Monthly,,$1.50 ,,$1.00 ,$1.13 ,$1.00 ,$1.13 ,,,,,
3340B004AA,Canon Professional Service for uniFLOW,Canon,Application,Uniflow,Software License,Monthly,,"$3,000.00 ",,"$1,500.00 ","$1,695.00 ","$1,500.00 ","$1,695.00 ",,,,,
3575B697AA,Professional Service Package for uniFLOW Online,Canon,Application,Uniflow,Software License,Monthly,,"$1,990.00 ",,$995.00 ,"$1,124.35 ",$995.00 ,"$1,124.35 ",,,,,
3575B038AA,NT-Ware Remote Installation Assistance Service (RIAS) - 1 Unit,Canon,Application,Uniflow,Software License,Monthly,,"$1,900.00 ",,$950.00 ,"$1,073.50 ",$950.00 ,"$1,073.50 ",,,,,
3575B983AA,"Print & Scan, Type 1, 1-9 devices , with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$47.50 ,,$33.25 ,$37.57 ,$33.25 ,$37.57 ,,,,,
3575B984AA,"Print & Scan, Type 1, 10-24 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$27.50 ,,$19.25 ,$21.75 ,$19.25 ,$21.75 ,,,,,
3575B985AA,"Print & Scan, Type 1, 25-49 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$20.75 ,,$14.50 ,$16.39 ,$14.50 ,$16.39 ,,,,,
3575B986AA,"Print & Scan, Type 1, 50-74 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$18.75 ,,$13.00 ,$14.69 ,$13.00 ,$14.69 ,,,,,
3575B987AA,"Print & Scan, Type 1, 75-99 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$17.00 ,,$11.75 ,$13.28 ,$11.75 ,$13.28 ,,,,,
3575B988AA,"Print & Scan, Type 1, 100-149 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$15.50 ,,$10.75 ,$12.15 ,$10.75 ,$12.15 ,,,,,
3575B989AA,"Print & Scan, Type 1, 150-199 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$14.75 ,,$10.25 ,$11.58 ,$10.25 ,$11.58 ,,,,,
3575B990AA,"Print & Scan, Type 1, 200-249 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$14.00 ,,$9.75 ,$11.02 ,$9.75 ,$11.02 ,,,,,
3575B991AA,"Print & Scan, Type 1, 250-499 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$13.25 ,,$9.25 ,$10.45 ,$9.25 ,$10.45 ,,,,,
3575B992AA,"Print & Scan, Type 1, 500+ devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$12.50 ,,$8.75 ,$9.89 ,$8.75 ,$9.89 ,,,,,
3575B996AA,"Print & Scan, Type 2, 1-9 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$24.50 ,,$17.00 ,$19.21 ,$17.00 ,$19.21 ,,,,,
3575B997AA,"Print & Scan, Type 2, 10-24 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$18.25 ,,$12.75 ,$14.41 ,$12.75 ,$14.41 ,,,,,
3575B998AA,"Print & Scan, Type 2, 25-49 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$14.50 ,,$10.00 ,$11.30 ,$10.00 ,$11.30 ,,,,,
3575B999AA,"Print & Scan, Type 2, 50-74 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$13.00 ,,$9.00 ,$10.17 ,$9.00 ,$10.17 ,,,,,
3575BA01AA,"Print & Scan, Type 2, 75-99 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$11.50 ,,$8.00 ,$9.04 ,$8.00 ,$9.04 ,,,,,
3575BA02AA,"Print & Scan, Type 2, 100-149 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$10.50 ,,$7.25 ,$8.19 ,$7.25 ,$8.19 ,,,,,
3575BA03AA,"Print & Scan, Type 2, 150-199 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$9.50 ,,$6.50 ,$7.35 ,$6.50 ,$7.35 ,,,,,
3575BA04AA,"Print & Scan, Type 2, 200-249 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$9.00 ,,$6.25 ,$7.06 ,$6.25 ,$7.06 ,,,,,
3575BA05AA,"Print & Scan, Type 2, 250-499 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$8.75 ,,$6.00 ,$6.78 ,$6.00 ,$6.78 ,,,,,
3575BA06AA,"Print & Scan, Type 2, 500+ devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$8.25 ,,$5.75 ,$6.50 ,$5.75 ,$6.50 ,,,,,
3575BA28AA,"Cloud Link Print Connection Named License, with Canon Direct Support",Canon,License,Uniflow,Software License,Monthly,,$2.50 ,,$1.75 ,$1.98 ,$1.75 ,$1.98 ,,,,,
3575BA09AA,"Image Processing, Type 1, 1-9 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$52.25 ,,$36.50 ,$41.25 ,$36.50 ,$41.25 ,,,,,
3575BA10AA,"Image Processing, Type 1, 10-24 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$30.50 ,,$21.25 ,$24.01 ,$21.25 ,$24.01 ,,,,,
3575BA11AA,"Image Processing, Type 1, 25-49 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$23.00 ,,$16.00 ,$18.08 ,$16.00 ,$18.08 ,,,,,
3575BA12AA,"Image Processing, Type 1, 50-74 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$20.75 ,,$14.50 ,$16.39 ,$14.50 ,$16.39 ,,,,,
3575BA13AA,"Image Processing, Type 1, 75-99 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$18.25 ,,$12.75 ,$14.41 ,$12.75 ,$14.41 ,,,,,
3575BA14AA,"Image Processing, Type 1, 100-149 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$17.00 ,,$11.75 ,$13.28 ,$11.75 ,$13.28 ,,,,,
3575BA15AA,"Image Processing, Type 1, 150-199 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$16.25 ,,$11.25 ,$12.71 ,$11.25 ,$12.71 ,,,,,
3575BA16AA,"Image Processing, Type 1, 200-249 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$15.50 ,,$10.75 ,$12.15 ,$10.75 ,$12.15 ,,,,,
3575B965AA,"Image Processing, Type 1, 250-499 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$14.75 ,,$10.25 ,$11.58 ,$10.25 ,$11.58 ,,,,,
3575B966AA,"Image Processing, Type 1, 500+ devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$14.00 ,,$9.75 ,$11.02 ,$9.75 ,$11.02 ,,,,,
3575B970AA,"Image Processing, Type 2, 1-9 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$26.25 ,,$18.25 ,$20.62 ,$18.25 ,$20.62 ,,,,,
3575B971AA,"Image Processing, Type 2, 10-24 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$15.50 ,,$10.75 ,$12.15 ,$10.75 ,$12.15 ,,,,,
3575B972AA,"Image Processing, Type 2, 25-49 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$11.50 ,,$8.00 ,$9.04 ,$8.00 ,$9.04 ,,,,,
3575B973AA,"Image Processing, Type 2, 50-74 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$10.50 ,,$7.25 ,$8.19 ,$7.25 ,$8.19 ,,,,,
3575B974AA,"Image Processing, Type 2, 75-99 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$9.50 ,,$6.50 ,$7.35 ,$6.50 ,$7.35 ,,,,,
3575B975AA,"Image Processing, Type 2, 100-149 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$8.75 ,,$6.00 ,$6.78 ,$6.00 ,$6.78 ,,,,,
3575B976AA,"Image Processing, Type 2, 150-199 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$8.25 ,,$5.75 ,$6.50 ,$5.75 ,$6.50 ,,,,,
3575B977AA,"Image Processing, Type 2, 200-249 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$8.00 ,,$5.50 ,$6.22 ,$5.50 ,$6.22 ,,,,,
3575B978AA,"Image Processing, Type 2, 250-499 devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$7.50 ,,$5.25 ,$5.93 ,$5.25 ,$5.93 ,,,,,
3575B979AA,"Image Processing, Type 2, 500+ devices, with Canon Direct Support",Canon,Application,Uniflow,Software License,Monthly,,$7.25 ,,$5.00 ,$5.65 ,$5.00 ,$5.65 ,,,,,
3575B025AA,"Standard Module, Workgroup Edition",Canon,Application,Uniflow,Software License,Monthly,,$830.00 ,,$622.00 ,$702.86 ,$622.00 ,$702.86 ,,,,,
3575B134AA,"Remote Print Server, Workgroup Edition",Canon,Application,Uniflow,Software License,Monthly,,$830.00 ,,$622.00 ,$702.86 ,$622.00 ,$702.86 ,,,,,
3575B020AA,"Standard Module, Business Edition",Canon,Application,Uniflow,Software License,Monthly,,$830.00 ,,$622.00 ,$702.86 ,$622.00 ,$702.86 ,,,,,
3575B023AA,"Remote Print Server, Business Edition",Canon,Application,Uniflow,Software License,Monthly,,$830.00 ,,$622.00 ,$702.86 ,$622.00 ,$702.86 ,,,,,
3575B015AA,"Standard Module, Corporate Edition",Canon,Application,Uniflow,Software License,Monthly,,"$1,880.00 ",,"$1,407.00 ","$1,589.91 ","$1,407.00 ","$1,589.91 ",,,,,
3575B018AA,"Remote Print Server, Corporate Edition",Canon,Application,Uniflow,Software License,Monthly,,"$1,110.00 ",,$828.00 ,$935.64 ,$828.00 ,$935.64 ,,,,,
3575B006AA,"Standard Module, Enterprise Edition",Canon,Application,Uniflow,Software License,Monthly,,"$3,070.00 ",,"$2,299.00 ","$2,597.87 ","$2,299.00 ","$2,597.87 ",,,,,
3575B009AA,"Remote Print Server, Enterprise Edition",Canon,Application,Uniflow,Software License,Monthly,,"$1,550.00 ",,"$1,159.00 ","$1,309.67 ","$1,159.00 ","$1,309.67 ",,,,,
3575B010AA,"10-Pack Remote Print Server, Enterprise Edition",Canon,Application,Uniflow,Software License,Monthly,,"$13,920.00 ",,"$10,434.00 ","$11,790.42 ","$10,434.00 ","$11,790.42 ",,,,,
3575B012AA,"25-Pack Remote Print Server, Enterprise Edition",Canon,Application,Uniflow,Software License,Monthly,,"$32,990.00 ",,"$24,738.00 ","$27,953.94 ","$24,738.00 ","$27,953.94 ",,,,,
3575B013AA,"Unlimited Remote Print Server, Enterprise Edition",Canon,Application,Uniflow,Software License,Monthly,,"$165,600.00 ",,"$124,200.00 ","$140,346.00 ","$124,200.00 ","$140,346.00 ",,,,,
3575B258AA,uniFLOW Login Manager - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$220.00 ,,$164.00 ,$185.32 ,$164.00 ,$185.32 ,,,,,
3575B328AA,uniFLOW Login Manager - 5 Device,Canon,Application,Uniflow,Software License,Monthly,,"$1,040.00 ",,$778.00 ,$879.14 ,$778.00 ,$879.14 ,,,,,
3575B259AA,uniFLOW Login Manager - 10 Device,Canon,Application,Uniflow,Software License,Monthly,,"$1,930.00 ",,"$1,442.00 ","$1,629.46 ","$1,442.00 ","$1,629.46 ",,,,,
3575B260AA,uniFLOW Login Manager - 25 Device,Canon,Application,Uniflow,Software License,Monthly,,"$4,580.00 ",,"$3,430.00 ","$3,875.90 ","$3,430.00 ","$3,875.90 ",,,,,
3575B261AA,uniFLOW Login Manager - 50 Device,Canon,Application,Uniflow,Software License,Monthly,,"$8,670.00 ",,"$6,502.00 ","$7,347.26 ","$6,502.00 ","$7,347.26 ",,,,,
3575B262AA,uniFLOW Login Manager - 75 Device,Canon,Application,Uniflow,Software License,Monthly,,"$12,300.00 ",,"$9,219.00 ","$10,417.47 ","$9,219.00 ","$10,417.47 ",,,,,
3575B263AA,uniFLOW Login Manager - 100 Device,Canon,Application,Uniflow,Software License,Monthly,,"$15,450.00 ",,"$11,583.00 ","$13,088.79 ","$11,583.00 ","$13,088.79 ",,,,,
3575B264AA,uniFLOW Login Manager - 250 Device,Canon,Application,Uniflow,Software License,Monthly,,"$35,430.00 ",,"$26,567.00 ","$30,020.71 ","$26,567.00 ","$30,020.71 ",,,,,
3575B590AA,SPP + Scan Device License for MEAP - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,"$1,240.00 ",,$927.00 ,"$1,047.51 ",$927.00 ,"$1,047.51 ",,,,,
3575B591AA,SPP + Scan Device License for MEAP - 5 Device,Canon,Application,Uniflow,Software License,Monthly,,"$5,550.00 ",,"$4,158.00 ","$4,698.54 ","$4,158.00 ","$4,698.54 ",,,,,
3575B592AA,SPP + Scan Device License for MEAP - 10 Device,Canon,Application,Uniflow,Software License,Monthly,,"$9,920.00 ",,"$7,434.00 ","$8,400.42 ","$7,434.00 ","$8,400.42 ",,,,,
3575B593AA,SPP + Scan Device License for MEAP - 25 Device,Canon,Application,Uniflow,Software License,Monthly,,"$22,770.00 ",,"$17,075.00 ","$19,294.75 ","$17,075.00 ","$19,294.75 ",,,,,
3575B594AA,SPP + Scan Device License for MEAP - 50 Device,Canon,Application,Uniflow,Software License,Monthly,,"$41,530.00 ",,"$31,141.00 ","$35,189.33 ","$31,141.00 ","$35,189.33 ",,,,,
3575B595AA,SPP + Scan Device License for MEAP - 75 Device,Canon,Application,Uniflow,Software License,Monthly,,"$56,270.00 ",,"$42,198.00 ","$47,683.74 ","$42,198.00 ","$47,683.74 ",,,,,
3575B596AA,SPP + Scan Device License for MEAP - 100 Device,Canon,Application,Uniflow,Software License,Monthly,,"$67,000.00 ",,"$50,244.00 ","$56,775.72 ","$50,244.00 ","$56,775.72 ",,,,,
3575B597AA,SPP + Scan Device License for MEAP - 250 Device,Canon,Application,Uniflow,Software License,Monthly,,"$144,560.00 ",,"$108,417.00 ","$122,511.21 ","$108,417.00 ","$122,511.21 ",,,,,
3575B028AA,SPP Device License for MEAP - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$530.00 ,,$394.00 ,$445.22 ,$394.00 ,$445.22 ,,,,,
3575B308AA,SPP Device License for MEAP - 5 Device,Canon,Application,Uniflow,Software License,Monthly,,"$2,410.00 ",,"$1,801.00 ","$2,035.13 ","$1,801.00 ","$2,035.13 ",,,,,
3575B029AA,SPP Device License for MEAP - 10 Device,Canon,Application,Uniflow,Software License,Monthly,,"$4,320.00 ",,"$3,240.00 ","$3,661.20 ","$3,240.00 ","$3,661.20 ",,,,,
3575B030AA,SPP Device License for MEAP - 25 Device,Canon,Application,Uniflow,Software License,Monthly,,"$10,030.00 ",,"$7,522.00 ","$8,499.86 ","$7,522.00 ","$8,499.86 ",,,,,
3575B031AA,SPP Device License for MEAP - 50 Device,Canon,Application,Uniflow,Software License,Monthly,,"$18,520.00 ",,"$13,890.00 ","$15,695.70 ","$13,890.00 ","$15,695.70 ",,,,,
3575B032AA,SPP Device License for MEAP - 75 Device,Canon,Application,Uniflow,Software License,Monthly,,"$25,480.00 ",,"$19,110.00 ","$21,594.30 ","$19,110.00 ","$21,594.30 ",,,,,
3575B033AA,SPP Device License for MEAP - 100 Device,Canon,Application,Uniflow,Software License,Monthly,,"$30,910.00 ",,"$23,176.00 ","$26,188.88 ","$23,176.00 ","$26,188.88 ",,,,,
3575B161AA,SPP Device License for MEAP - 250 Device,Canon,Application,Uniflow,Software License,Monthly,,"$68,490.00 ",,"$51,362.00 ","$58,039.06 ","$51,362.00 ","$58,039.06 ",,,,,
3575B265AA,SPP Addition for MEAP - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$310.00 ,,$230.00 ,$259.90 ,$230.00 ,$259.90 ,,,,,
3575B309AA,SPP Addition for MEAP - 5 Device,Canon,Application,Uniflow,Software License,Monthly,,"$1,370.00 ",,"$1,023.00 ","$1,155.99 ","$1,023.00 ","$1,155.99 ",,,,,
3575B266AA,SPP Addition for MEAP - 10 Device,Canon,Application,Uniflow,Software License,Monthly,,"$2,400.00 ",,"$1,800.00 ","$2,034.00 ","$1,800.00 ","$2,034.00 ",,,,,
3575B267AA,SPP Addition for MEAP - 25 Device,Canon,Application,Uniflow,Software License,Monthly,,"$5,460.00 ",,"$4,093.00 ","$4,625.09 ","$4,093.00 ","$4,625.09 ",,,,,
3575B268AA,SPP Addition for MEAP - 50 Device,Canon,Application,Uniflow,Software License,Monthly,,"$9,860.00 ",,"$7,389.00 ","$8,349.57 ","$7,389.00 ","$8,349.57 ",,,,,
3575B269AA,SPP Addition for MEAP - 75 Device,Canon,Application,Uniflow,Software License,Monthly,,"$13,190.00 ",,"$9,891.00 ","$11,176.83 ","$9,891.00 ","$11,176.83 ",,,,,
3575B270AA,SPP Addition for MEAP - 100 Device,Canon,Application,Uniflow,Software License,Monthly,,"$15,460.00 ",,"$11,593.00 ","$13,100.09 ","$11,593.00 ","$13,100.09 ",,,,,
3575B271AA,SPP Addition for MEAP - 250 Device,Canon,Application,Uniflow,Software License,Monthly,,"$32,590.00 ",,"$24,440.00 ","$27,617.20 ","$24,440.00 ","$27,617.20 ",,,,,
3575B197AA,SPP Device License for CMFP - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$200.00 ,,$147.00 ,$166.11 ,$147.00 ,$166.11 ,,,,,
3575B198AA,SPP Device License for CMFP - 10 Device,Canon,Application,Uniflow,Software License,Monthly,,"$1,810.00 ",,"$1,354.00 ","$1,530.02 ","$1,354.00 ","$1,530.02 ",,,,,
3575B199AA,SPP Device License for CMFP - 25 Device,Canon,Application,Uniflow,Software License,Monthly,,"$4,400.00 ",,"$3,299.00 ","$3,727.87 ","$3,299.00 ","$3,727.87 ",,,,,
3575B200AA,SPP Device License for CMFP - 50 Device,Canon,Application,Uniflow,Software License,Monthly,,"$8,570.00 ",,"$6,426.00 ","$7,261.38 ","$6,426.00 ","$7,261.38 ",,,,,
3575B201AA,SPP Device License for CMFP - 75 Device,Canon,Application,Uniflow,Software License,Monthly,,"$12,510.00 ",,"$9,379.00 ","$10,598.27 ","$9,379.00 ","$10,598.27 ",,,,,
3575B202AA,SPP Device License for CMFP - 100 Device,Canon,Application,Uniflow,Software License,Monthly,,"$16,220.00 ",,"$12,160.00 ","$13,740.80 ","$12,160.00 ","$13,740.80 ",,,,,
3575B416AA,SPP Device License for CMFP - 250 Device,Canon,Application,Uniflow,Software License,Monthly,,"$39,390.00 ",,"$29,540.00 ","$33,380.20 ","$29,540.00 ","$33,380.20 ",,,,,
3575B322AA,SPP Device License for SFP MEAP - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$160.00 ,,$116.00 ,$131.08 ,$116.00 ,$131.08 ,,,,,
3575B323AA,SPP Device License for SFP MEAP - 10 Device,Canon,Application,Uniflow,Software License,Monthly,,"$1,470.00 ",,"$1,096.00 ","$1,238.48 ","$1,096.00 ","$1,238.48 ",,,,,
3575B324AA,SPP Device License for SFP MEAP - 25 Device,Canon,Application,Uniflow,Software License,Monthly,,"$3,590.00 ",,"$2,688.00 ","$3,037.44 ","$2,688.00 ","$3,037.44 ",,,,,
3575B325AA,SPP Device License for SFP MEAP - 50 Device,Canon,Application,Uniflow,Software License,Monthly,,"$7,040.00 ",,"$5,273.00 ","$5,958.49 ","$5,273.00 ","$5,958.49 ",,,,,
3575B326AA,SPP Device License for SFP MEAP - 75 Device,Canon,Application,Uniflow,Software License,Monthly,,"$10,340.00 ",,"$7,754.00 ","$8,762.02 ","$7,754.00 ","$8,762.02 ",,,,,
3575B327AA,SPP Device License for SFP MEAP - 100 Device,Canon,Application,Uniflow,Software License,Monthly,,"$13,510.00 ",,"$10,131.00 ","$11,448.03 ","$10,131.00 ","$11,448.03 ",,,,,
3575B417AA,SPP Device License for SFP MEAP - 250 Device,Canon,Application,Uniflow,Software License,Monthly,,"$33,080.00 ",,"$24,807.00 ","$28,031.91 ","$24,807.00 ","$28,031.91 ",,,,,
3575B519AA,SPP Device License for Océ Large Format Printer Low Volume,Canon,Application,Uniflow,Software License,Monthly,,$600.00 ,,$450.00 ,$508.50 ,$450.00 ,$508.50 ,,,,,
3575B520AA,SPP Device License for Océ Large Format Printer Mid Volume,Canon,Application,Uniflow,Software License,Monthly,,$725.00 ,,$544.00 ,$614.72 ,$544.00 ,$614.72 ,,,,,
3575B743AA,uniFLOW SPP Device License for Canon varioPRINT 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$440.00 ,,$330.00 ,$372.90 ,$330.00 ,$372.90 ,,,,,
3575B963AA,SPP Device License for imagePROGRAF,Canon,Application,Uniflow,Software License,Monthly,,$200.00 ,,$147.00 ,$166.11 ,$147.00 ,$166.11 ,,,,,
3575B205AA,SPP Device License for Xerox - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$600.00 ,,$450.00 ,$508.50 ,$450.00 ,$508.50 ,,,,,
3575B233AA,SPP Device License for Hewlett Packard - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$600.00 ,,$450.00 ,$508.50 ,$450.00 ,$508.50 ,,,,,
3575B583AA,SPP Device License for OKI - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$600.00 ,,$450.00 ,$508.50 ,$450.00 ,$508.50 ,,,,,
3575B582AA,SPP Device License for Samsung - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$600.00 ,,$450.00 ,$508.50 ,$450.00 ,$508.50 ,,,,,
3575B584AA,SPP Device License for Konica Minolta - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$600.00 ,,$450.00 ,$508.50 ,$450.00 ,$508.50 ,,,,,
3575B729AA,SPP Device License for Lexmark - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$600.00 ,,$450.00 ,$508.50 ,$450.00 ,$508.50 ,,,,,
3575B730AA,SPP Device License for  Sharp - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$600.00 ,,$450.00 ,$508.50 ,$450.00 ,$508.50 ,,,,,
3575B850AA,SPP Device License for Epson 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$600.00 ,,$450.00 ,$508.50 ,$450.00 ,$508.50 ,,,,,
3575B212AA,CAC SPP Device License for MEAP - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$530.00 ,,$394.00 ,$445.22 ,$394.00 ,$445.22 ,,,,,
3575B313AA,CAC SPP Device License for MEAP - 5 Device,Canon,Application,Uniflow,Software License,Monthly,,"$2,410.00 ",,"$1,801.00 ","$2,035.13 ","$1,801.00 ","$2,035.13 ",,,,,
3575B213AA,CAC SPP Device License for MEAP - 10 Device,Canon,Application,Uniflow,Software License,Monthly,,"$4,320.00 ",,"$3,240.00 ","$3,661.20 ","$3,240.00 ","$3,661.20 ",,,,,
3575B214AA,CAC SPP Device License for MEAP - 25 Device,Canon,Application,Uniflow,Software License,Monthly,,"$10,030.00 ",,"$7,522.00 ","$8,499.86 ","$7,522.00 ","$8,499.86 ",,,,,
3575B215AA,CAC SPP Device License for MEAP - 50 Device,Canon,Application,Uniflow,Software License,Monthly,,"$18,520.00 ",,"$13,890.00 ","$15,695.70 ","$13,890.00 ","$15,695.70 ",,,,,
3575B216AA,CAC SPP Device License for MEAP - 75 Device,Canon,Application,Uniflow,Software License,Monthly,,"$25,480.00 ",,"$19,110.00 ","$21,594.30 ","$19,110.00 ","$21,594.30 ",,,,,
3575B217AA,CAC SPP Device License for MEAP - 100 Device,Canon,Application,Uniflow,Software License,Monthly,,"$30,910.00 ",,"$23,176.00 ","$26,188.88 ","$23,176.00 ","$26,188.88 ",,,,,
3575B218AA,CAC SPP Device License for MEAP - 250 Device,Canon,Application,Uniflow,Software License,Monthly,,"$68,490.00 ",,"$51,362.00 ","$58,039.06 ","$51,362.00 ","$58,039.06 ",,,,,
3575B354AA,Scan Device License for MEAP - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$940.00 ,,$698.00 ,$788.74 ,$698.00 ,$788.74 ,,,,,
3575B355AA,Scan Device License for MEAP - 5 Device,Canon,Application,Uniflow,Software License,Monthly,,"$4,180.00 ",,"$3,135.00 ","$3,542.55 ","$3,135.00 ","$3,542.55 ",,,,,
3575B356AA,Scan Device License for MEAP - 10 Device,Canon,Application,Uniflow,Software License,Monthly,,"$7,520.00 ",,"$5,635.00 ","$6,367.55 ","$5,635.00 ","$6,367.55 ",,,,,
3575B357AA,Scan Device License for MEAP - 25 Device,Canon,Application,Uniflow,Software License,Monthly,,"$17,320.00 ",,"$12,983.00 ","$14,670.79 ","$12,983.00 ","$14,670.79 ",,,,,
3575B358AA,Scan Device License for MEAP - 50 Device,Canon,Application,Uniflow,Software License,Monthly,,"$31,670.00 ",,"$23,752.00 ","$26,839.76 ","$23,752.00 ","$26,839.76 ",,,,,
3575B359AA,Scan Device License for MEAP - 75 Device,Canon,Application,Uniflow,Software License,Monthly,,"$43,080.00 ",,"$32,306.00 ","$36,505.78 ","$32,306.00 ","$36,505.78 ",,,,,
3575B360AA,Scan Device License for MEAP - 100 Device,Canon,Application,Uniflow,Software License,Monthly,,"$51,540.00 ",,"$38,651.00 ","$43,675.63 ","$38,651.00 ","$43,675.63 ",,,,,
3575B361AA,Scan Device License for MEAP - 250 Device,Canon,Application,Uniflow,Software License,Monthly,,"$111,970.00 ",,"$83,977.00 ","$94,894.01 ","$83,977.00 ","$94,894.01 ",,,,,
3575B362AA,Scan Addition for MEAP - 1 Device,Canon,Application,Uniflow,Software License,Monthly,,$720.00 ,,$533.00 ,$602.29 ,$533.00 ,$602.29 ,,,,,
